Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,is high demand (product.metafields.custom.is_high_demand),is hot right now (product.metafields.custom.is_hot_right_now),is selling fast (product.metafields.custom.is_selling_fast),Product Video URL (product.metafields.custom.product_video_url),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bag type (product.metafields.shopify.bag-type),Boot style (product.metafields.shopify.boot-style),Caffeine content (product.metafields.shopify.caffeine-content),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Gear material (product.metafields.shopify.gear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Motorcycle glove purpose (product.metafields.shopify.motorcycle-glove-purpose),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Protective gear features (product.metafields.shopify.protective-gear-features),Rack type (product.metafields.shopify.rack-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Vehicle exhaust type (product.metafields.shopify.vehicle-exhaust-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
klim-krios-pro-helmet-ece-dot-charger-gray,,,,,,,,,M,,,,,,,,,0.0,shopify,1,deny,manual,66520.00,,true,true,,,,,'23934538,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/attired-studio-2026-05-20T04-05-25-2.jpg?v=1779249954,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-charger-gray,,,,,,,,,L,,,,,,,,,0.0,shopify,2,deny,manual,66520.00,,true,true,,,,,'23967306,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/3610-001_ChargerGray_05.avif?v=1779249954,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-charger-gray,,,,,,,,,XL,,,,,,,,,0.0,shopify,1,deny,manual,66520.00,,true,true,,,,,'24000074,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/3610-001_ChargerGray_06.avif?v=1779249954,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-charger-gray,,,,,,,,,XXL,,,,,,,,,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'24032842,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/3610-001_ChargerGray_02.avif?v=1779249954,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-charger-gray,,,,,,,,,XXXL,,,,,,,,,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'24065610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-spectrum-white-blue,Klim Krios Pro Helmet ECE/DOT Spectrum White - Blue,"<p><span>The Krios Pro was the first ADV-specific DOT helmet in North America to integrate KOROYD® impact absorbing technology. This latest version now features Photochromic face shield technology for rapid adaptation to changing light. The Krios Pro elevates standards in comfort, performance and airflow while leaving traditional compromises behind. The ultimate adventure motorcycle experience is made possible by high performance hand-laid carbon fiber construction, four-ride-mode versatility, aerodynamic superiority and exceptional comfort.</span></p>",KLIM,Uncategorized,HELMETS,"",true,Size,S,,,,,,,,,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'97949514,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/imgi_4_3610-001_SpectrumWhite-Blue_01.jpg?v=1779248899,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
klim-krios-pro-helmet-ece-dot-spectrum-white-blue,,,,,,,,,M,,,,,,,,,0.0,shopify,1,deny,manual,66520.00,,true,true,,,,,'97982282,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/attired-studio-2026-05-20T03-48-39-2.jpg?v=1779248938,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-spectrum-white-blue,,,,,,,,,L,,,,,,,,,0.0,shopify,1,deny,manual,66520.00,,true,true,,,,,'98015050,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/imgi_34_3610-001_SpectrumWhite-Blue_05.jpg?v=1779248944,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-spectrum-white-blue,,,,,,,,,XL,,,,,,,,,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'98047818,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/imgi_35_3610-001_SpectrumWhite-Blue_02.jpg?v=1779248953,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-spectrum-white-blue,,,,,,,,,XXL,,,,,,,,,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'98080586,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/imgi_36_3610-001_SpectrumWhite-Blue_06.jpg?v=1779248956,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-spectrum-white-blue,,,,,,,,,XXXL,,,,,,,,,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'98113354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-sm-matte-black,Klim Krios Pro Helmet ECE/DOT Matte Black,"<p style=""text-align: left;"">Built from the trusted KRIOS DOT/ECE platform, the KRIOS PRO is made for riders who want more comfort, better airflow, and serious adventure-ready performance. It features lightweight Karbon™ Fiber construction, Koroyd® protection technology, four ride modes, improved aerodynamics, and a quieter, more comfortable fit for long rides on and off the road.</p>",KLIM,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Safety & Security > Motorcycle Protective Gear > Motorcycle Helmets > Off-Road Helmets,HELMETS,"",true,Size,S,,,,,,,,3610-000-120-003,0.0,shopify,1,deny,manual,66520.00,,true,true,,,,,'41195338,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/3610-000_MatteBlack_01_1.webp?v=1779245778,1,"",false,,,,,,,,,,,,,,,,,,geometric; checkered; black,,,,,,plastic,,,,,,,,,,,,,ventilation; sun-visor,,,,,,unisex,,,,motorcycle,,,,,,kg,,,active
klim-krios-pro-helmet-ece-dot-sm-matte-black,,,,,,,,,M,,,,,,,,3610-000-120-004,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'41228106,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/attired-studio-2026-05-20T03-37-34-2.jpg?v=1779248275,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-sm-matte-black,,,,,,,,,L,,,,,,,,3610-000-120-005,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'41260874,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/3610-000_MatteBlack_02.webp?v=1779245778,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-sm-matte-black,,,,,,,,,XL,,,,,,,,3610-000-120-006,0.0,shopify,1,deny,manual,66520.00,,true,true,,,,,'41293642,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/3610-000_MatteBlack_05.webp?v=1779245778,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-sm-matte-black,,,,,,,,,XXL,,,,,,,,3610-000-120-007,0.0,shopify,1,deny,manual,66520.00,,true,true,,,,,'41326410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
klim-krios-pro-helmet-ece-dot-sm-matte-black,,,,,,,,,XXXL,,,,,,,,,0.0,shopify,0,deny,manual,66520.00,,true,true,,,,,'84809546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
airoh-commander-2-doom-1,AIROH COMMANDER 2 DOOM,"<p><span>Take command, choose and follow your path, Commander 2 will be the perfect partner, always ready and responsive to overcome any obstacle that stands in your way. Commander has been an Airoh best-seller, the dual helmet for true adventure and motorcycle touring enthusiasts that can be used in 3 different versions, to always be impeccable. This new upgrade completely rewrites the rules of the game! Three different shells and a wide variety of available sizes emphasize the comfortable fit, available in carbon (Full Carbon 6K) or fiber (Composite Carbon), with a sophisticated ventilation system, engineered directly in the wind tunnel. Among the great new features of the Commander 2, the ASN and AEFR systems to further increase the safety of the rider who can now enjoy his journey in complete freedom, without missing even the smallest detail. This is also thanks to the incredible visor that allows an Extra Wide vision and is completed with the A</span><sup>3</sup><span>S (Airoh Automatic Antifog System) and locking. In addition to all this, there is an exceptional package available directly inside the box, including the Pinlock® 120 XLT Max Vision lens, to exponentially increase riding pleasure without ever losing sight of style. This on/off helmet has an unmistakable design enriched with eye-catching graphics capable of satisfying all tastes.</span></p>",AIROH,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Safety & Security > Motorcycle Protective Gear > Motorcycle Helmets > Off-Road Helmets,HELMETS,"",true,COLOR/FINISH,BLACK GLOSS,,SIZE,L,,,,,DAIR - 00107 - L,1990.0,shopify,2,deny,manual,24045.00,,true,true,,,,,25-100058,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/BLACK-GLOSS_2ec2b8e5-d172-4d98-94e5-de36bae88dc8.jpg?v=1778728634,1,"",false,,,,,,,,,,,,,,,,,,black; white,,,,,,carbon-fiber; plastic,,,,,,,,,,,,,ventilation; sun-visor; anti-fog,,,,,,unisex,,,,motorcycle,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/BLACK-GLOSS_2ec2b8e5-d172-4d98-94e5-de36bae88dc8.jpg?v=1778728634,g,,,active
airoh-commander-2-doom-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/BLACK-GLOSS2_e8cbf1c2-ec4f-4108-8f61-d6087a81ef99.jpg?v=1778728636,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
airoh-commander-2-carbon,AIROH COMMANDER 2 CARBON STYLISH,"<p><span>Take command, choose and follow your path, Commander 2 will be the perfect partner, always ready and responsive to overcome any obstacle that stands in your way. Commander has been an Airoh best-seller, the dual helmet for true adventure and motorcycle touring enthusiasts that can be used in 3 different versions, to always be impeccable. This new upgrade completely rewrites the rules of the game! Three different shells and a wide variety of available sizes emphasize the comfortable fit, available in carbon (Full Carbon 6K) or fiber (Composite Carbon), with a sophisticated ventilation system, engineered directly in the wind tunnel. Among the great new features of the Commander 2, the ASN and AEFR systems to further increase the safety of the rider who can now enjoy his journey in complete freedom, without missing even the smallest detail. This is also thanks to the incredible visor that allows an Extra Wide vision and is completed with the A</span><sup>3</sup><span>S (Airoh Automatic Antifog System) and locking. In addition to all this, there is an exceptional package available directly inside the box, including the Pinlock® 120 XLT Max Vision lens, to exponentially increase riding pleasure without ever losing sight of style. This on/off helmet has an unmistakable design enriched with eye-catching graphics capable of satisfying all tastes.</span></p>",AIROH,Uncategorized,HELMETS,"",true,COLOR/FINISH,GLOSS,,SIZE,XL,,,,,DAIR - 00155 - XL,0.0,shopify,0,deny,manual,31395.00,,true,true,,,,,25-100057,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-carbon_stylish_left_7f8e1f11-5bf3-4ca4-a4f0-01c13c7f9698.jpg?v=1778727638,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-carbon_stylish_left_7f8e1f11-5bf3-4ca4-a4f0-01c13c7f9698.jpg?v=1778727638,kg,,,active
airoh-commander-2-carbon,,,,,,,,,GLOSS,,,XXL,,,,,DAIR - 00155 - XXL,0.0,shopify,1,deny,manual,31395.00,,true,true,,,,,25-100056,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-carbon_stylish_back.jpg?v=1778727884,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-carbon_stylish_left_7f8e1f11-5bf3-4ca4-a4f0-01c13c7f9698.jpg?v=1778727638,kg,,,
airoh-commander-2-reveal,AIROH COMMANDER 2 REVEAL,"<p>The Airoh Commander 2 is built for riders who want freedom, comfort, and confidence on every adventure. Designed for both road touring and off-road exploration, it offers versatile use, a comfortable fit, advanced ventilation, wide vision, and enhanced safety features, all packed into a bold and unmistakable adventure helmet</p>",AIROH,Uncategorized,HELMETS,"",true,COLOR/FINISH,RED FLUO MATTE,,SIZE,LARGE,,,,,,0.0,shopify,0,deny,manual,24045.00,,true,true,,,,,'72159306,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-reveal-left-red-fluo-matt-1536x1536.jpg?v=1778743227,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-reveal-left-red-fluo-matt-1536x1536.jpg?v=1778743227,kg,,,active
airoh-commander-2-reveal,,,,,,,,,RED FLUO MATTE,,,MEDIUM,,,,,,0.0,shopify,0,deny,manual,24045.00,,true,true,,,,,'72192074,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-reveal-left-sand-matt-1536x1536.jpg?v=1778743232,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-reveal-left-red-fluo-matt-1536x1536.jpg?v=1778743227,kg,,,
airoh-commander-2-reveal,,,,,,,,,SAND MATTE,,,LARGE,,,,,,0.0,shopify,0,deny,manual,24045.00,,true,true,,,,,'72224842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-reveal-left-sand-matt-1536x1536.jpg?v=1778743232,kg,,,
airoh-commander-2-reveal,,,,,,,,,SAND MATTE,,,MEDIUM,,,,,,0.0,shopify,0,deny,manual,24045.00,,true,true,,,,,'72257610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/commander-2-reveal-left-sand-matt-1536x1536.jpg?v=1778743232,kg,,,
new-vanilla-milk,VANILLA MILK,<p>VANILLA-MILK</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Size,12oz,,Hot/Iced,Hot,,,,,NEW-10023,0.0,,0,deny,manual,120.00,,true,true,,,,,'89416010,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-vanilla-milk,,,,,,,,,16oz,,,Hot,,,,,NEW-10027,0.0,,0,deny,manual,135.00,,true,true,,,,,'89448778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
new-vanilla-milk,,,,,,,,,16oz,,,Iced,,,,,NEW-10028,0.0,,0,deny,manual,130.00,,true,true,,,,,'89481546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
new-vanilla-latte,VANILLA LATTE,<p>VANILLA-LATTE</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Size,12oz,,Hot/Iced,Hot,,,,,NEW-10016,0.0,,0,deny,manual,165.00,,true,true,,,,,'89317706,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-vanilla-latte,,,,,,,,,16oz,,,Hot,,,,,NEW-10020,0.0,,0,deny,manual,180.00,,true,true,,,,,'89350474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
new-vanilla-latte,,,,,,,,,16oz,,,Iced,,,,,NEW-10021,0.0,,0,deny,manual,170.00,,true,true,,,,,'89383242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
new-vanilla-milkshake,VANILLA FRAPPE,<p>VANILLA-MILKSHAKE</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Size,16oz,,,,,,,,NEW-10041,0.0,,0,deny,manual,165.00,,true,true,,,,,'89088330,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
towing-fee,TOWING FEE,<p>Reliable motorcycle towing service to assist you with safe transport in the event of a breakdown or emergency.</p>,FIRST GEAR COFFEE,Uncategorized,SERVICES,SERVICE,true,Title,Default Title,,,,,,,,'10009,0.0,,0,deny,manual,0.00,,true,true,,,,,'88793418,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
tire-change,TIRE CHANGE,<p>Professional tire change service to ensure your motorcycle maintains optimal grip and safety on the road.</p>,SIXTHGEAR MOTO,,SERVICES,"",true,Title,Default Title,,,,,,,,'10005,0.0,,0,deny,manual,0.00,,true,true,,,,,'88564042,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-strawberry-milk,STRAWBERRY MILK,<p>STRAWBERRY-MILK</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Size,16oz,,Iced,Iced,,,,,NEW-10029,0.0,,0,deny,manual,125.00,,true,true,,,,,'83288394,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-strawberry-cream-yogurt,STRAWBERRY CREAM/YOGURT,<p>STRAWBERRY-CREAM/YOGURT</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Size,16oz,,Cream/Yogurt,Cream,,,,,NEW-10038,0.0,,0,deny,manual,170.00,,true,true,,,,,'83222858,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-strawberry-cream-yogurt,,,,,,,,,16oz,,,Yogurt,,,,,NEW-10047,0.0,,0,deny,manual,170.00,,true,true,,,,,'83255626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
sprite-in-can-325ml,SPRITE IN CAN (320ML),<p>Cold 320 ml can of Sprite to stay hydrated and refreshed during your riding stops.</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Title,Default Title,,,,,,,,SpriteIC,0.0,,0,deny,manual,70.00,,true,true,,,,,'82993482,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.41,unlisted
new-spiced-oat-latte,SPICED OAT LATTE,<p>SPICED-OAT-LATTE</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Size,12oz,,Iced,Hot,,,,,'10126,0.0,,0,deny,manual,170.00,,true,true,,,,,'82665802,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-spiced-oat-latte,,,,,,,,,16oz,,,Hot,,,,,NEW-10019,0.0,,0,deny,manual,185.00,,true,true,,,,,'82698570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
new-spiced-oat-latte,,,,,,,,,16oz,,,Iced,,,,,'10124,0.0,,0,deny,manual,180.00,,true,true,,,,,'82731338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
new-spanishlatte,SPANISH LATTE,<p>SPANISH-LATTE</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Size,12oz,,Hot/Iced,Hot,,,,,NEW-10007,0.0,,0,deny,manual,145.00,,true,true,,,,,'80994634,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-spanishlatte,,,,,,,,,16oz,,,Hot,,,,,NEW-10010,0.0,,0,deny,manual,160.00,,true,true,,,,,'81027402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
new-spanishlatte,,,,,,,,,16oz,,,Iced,,,,,NEW-10011,0.0,,0,deny,manual,150.00,,true,true,,,,,'81060170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,
sola-iced-tea-lemon,SOLA ICED TEA LEMON (473ML),"<p>Classic Sola Lemon Iced Tea in a 473 ml bottle, providing a crisp and refreshing citrus flavor.</p>",FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Title,Default Title,,,,,,,,SolaICLmn,0.0,shopify,1,deny,manual,135.00,,true,true,,,,,'80765258,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
sola-iced-tea-green-apple,SOLA ICED TEA GREEN APPLE (473 ML),"<p>Refresh with a 473 ml bottle of Sola Green Apple Iced Tea, the perfect sweet and tart break on a ride.</p>",FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Title,Default Title,,,,,,,,SolaICGApp,0.0,shopify,0,deny,manual,135.00,,true,true,,,,,'80732490,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
new-smirnoff,SMIRNOFF VODKA MULE (330 ML),<p>SMIRNOFF-MULE</p>,FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Title,Default Title,,,,,,,,SmirVM,0.0,,0,deny,manual,90.00,,true,true,,,,,'79946058,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
san-mig-pale-pilsen-330-ml,SAN MIG PALE PILSEN (330 ML),"<p>The classic 330ml San Mig Pale Pilsen offers a rich, full-bodied flavor for a well-deserved break.</p>",FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Title,Default Title,,,,,,,,SanMPPIc,0.0,,0,deny,manual,125.00,,true,true,,,,,'58155338,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
san-mig-light-in-can,SAN MIG LIGHT IN CAN (330 ML),"<p>Refresh yourself with a chilled 330ml can of San Mig Light, perfect for post-ride relaxation.</p>",FIRST GEAR COFFEE,,COFFEE AND SNACKS,FIRST GEAR COFFEE,true,Title,Default Title,,,,,,,,SanMLightIC,0.0,shopify,0,deny,manual,125.00,,true,true,,,,,'58122570,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,unlisted
quadlock-mag-ring,QUADLOCK MAG RING,"<p>Enhance your phone handling with the Quad Lock MAG Ring, offering a secure finger loop and stand functionality for your MAG Case.</p>",QUADLOCK,Uncategorized,PARTS AND ACCESSORIES,QUADLOCK,true,Color/Finish,ORANGE,,,,,,,,QLP-MCR-OR-2,0.0,shopify,1,deny,manual,580.00,,true,true,,,,,25-100990,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/imgi_96_MAG_RINGS_CAMO_600x600_14dc50a1-fdad-4954-a6ca-11d479db59b6.png?v=1778740483,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/imgi_100_MAG_RING_Orange.png?v=1778740483,kg,,0.00,active
quadlock-mag-ring,,,,,,,,,PINK,,,,,,,,QLP-MCR-PN,0.0,shopify,1,deny,manual,580.00,,true,true,,,,,25-100991,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/2NDIMAGE.jpg?v=1778740614,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0695/8779/6042/files/imgi_102_MAG_RING_Hot-Pink.png?v=1778740483,kg,,0.00,
